Species,Networks
ursus thibetanus,Koike_2008_column_names.csv
vampyressa melissa,Arias_Arone_2016_column_names.csv
vampyressa pusilla,Aguiar_2007_column_names.csv; Garcia_et_al_2000_column_names.csv; Gomes_2013_column_names.csv; Lima_2016_column_names.csv; Mello_2014_Mata_de_Grota_column_names.csv; Sanchez_2012_Iguazu_column_names.csv; Silveira_2006_column_names.csv
vampyressa thyone,Castano_2018_column_names.csv; Castro_Luna_2012_column_names.csv; Lopez_and_Vaughn_2004_column_names.csv
vampyriscus nymphaea,Lopez_and_Vaughn_2004_column_names.csv
veniliornis frontalis,Blendinger_2015_column_names.csv
veniliornis nigriceps,SAAV1_column_names.csv
vidua macroura,Hovestadt_1997_column_names.csv
vireo altiloquous,M_SD_003_column_names.csv; M_SD_004_column_names.csv; M_SD_005_column_names.csv; M_SD_006_column_names.csv
vireo flavifrons,Wolfe_2014_column_names.csv
vireo flavoviridis,M_SD_004_column_names.csv; M_SD_006_column_names.csv; Wolfe_2014_column_names.csv
vireo griseus,Ramos_Robles_2016_net10_column_names.csv; Ramos_Robles_2016_net2_column_names.csv; Ramos_Robles_2016_net3_column_names.csv
vireo latimeri,M_SD_004_column_names.csv; M_SD_005_column_names.csv
vireo olivaceus,Andrade_2011_column_names.csv; Athie_2009_column_names.csv; Blake_1992_column_names.csv; Blendinger_2015_column_names.csv; de_Oliveira_1999_column_names.csv; M_SD_001_column_names.csv; M_SD_009_column_names.csv; M_SD_012_column_names.csv; Machado_de_Souza_2019_column_names.csv; Wolfe_2014_column_names.csv
vireo philadelphicus,Ramos_Robles_2016_net8_column_names.csv
vireo solitarius,Ramos_Robles_2016_net10_column_names.csv
vireo zamora delgado2008 unidsp 49,Zamora_Delgado_2008_column_names.csv
viverricula indica,Jayasekara_2007_column_names.csv
viverridae engel2000 unidsp mult,Engel_2000_column_names.csv
volatinia jacarina,de_Oliveira_1999_column_names.csv; Malacco_da_Silva_2014_column_names.csv
vulpes vulpes,Koike_2008_column_names.csv; Peredo_2013_Pto_de_San_Lorenzo_column_names.csv; Peredo_2013_Puertos_de_Marabio_column_names.csv
xenopipo unicolor,Dehling_2017_San_Pedro_1_column_names.csv
xolmis cinereus,Marcos_da_Silva_2013_column_names.csv
yuhina brunneiceps,Chen_1999_column_names.csv
zenaida asiatica,M_SD_004_column_names.csv
zenaida auriculata,Robinson_2015_column_names.csv
zenaida zenaida,M_SD_003_column_names.csv
zenaidura macroura,M_SD_001_column_names.csv
zimmerius bolivianus,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv
zonotrichia albicollis,Labbe_2011_column_names.csv; M_SD_001_column_names.csv
zonotrichia capensis,Athie_2009_column_names.csv; Faustino_2006_column_names.csv; Robinson_2015_column_names.csv
zoothera dauma,Noma_1997_column_names.csv
zosterops conspicillatus,Fricke_2018_Saipan_column_names.csv
zosterops japonicus,Chimera_2010_column_names.csv; Noma_1997_column_names.csv
zosterops lateralis,Burns_2013_column_names.csv; Garcia_2014_Blue_Duck_column_names.csv; Garcia_2014_Charles_Plimmer_column_names.csv; Garcia_2014_George_Denton_column_names.csv; Garcia_2014_Mount_Fyfee_Reserve_column_names.csv; Garcia_2014_Puhi_Puhi_River_column_names.csv; Garcia_2014_Zealandia_column_names.csv; MacFarlane_2016_column_names.csv; Odonnell_1994_column_names.csv; Williams_1996_Eves_column_names.csv; Williams_1996_Marsden_column_names.csv; Wyman_2017_column_names.csv
zosterops novaeguineae,Pratt_1985_column_names.csv
zosterops pallidus,M_SD_008_column_names.csv
zosterops palpebrosus,Kamruzzaman_2008_column_names.csv; Palita_2011_column_names.csv
zosterops senegalensis,Daru_2015_column_names.csv; Hovestadt_1997_column_names.csv; M_SD_034_column_names.csv; Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
